"ProductID","ProductName","Color","ModelDescription","FabricDescription","Category","Gender","ProductLine","Weight","Size","PackSize","Status","InventoryDate","PurchasePrice"
"483","M-K32T","","K","32","Briefs","Women's Panties","Underwear","405","M","Dozen","In Production","8/6/2003","3.20"
"484","M-K406","","K","406","Briefs","Women's Panties","Underwear","395","M","Dozen","Out of Production","7/10/2003","3.40"
"485","M-K408","","K","408","Briefs","Women's Panties","Underwear","395","M","Dozen","Out of Production","7/10/2003","3.40"
"486","M-K40E","","K","40","Briefs","Women's Panties","Underwear","323","M","Dozen","Out of Production","7/10/2003","2.45"
"487","M-K411","","K","411","Briefs","Women's Panties","Underwear","389","M","Dozen","Out of Production","7/10/2003","3.60"
"488","M-K412","","K","412","Briefs","Women's Panties","Underwear","395","M","Dozen","Out of Production","7/10/2003","3.50"
"489","M-K414","","K","414","Briefs","Women's Panties","Underwear","371","M","Dozen","Out of Production","7/10/2003","3.00"
"490","M-K418","","K","418","Briefs","Women's Panties","Underwear","395","M","Dozen","Out of Production","7/10/2003","3.30"
"491","M-K418S","","K","418","Briefs","Women's Panties","Underwear","390","M","Dozen","Out of Production","7/10/2003","3.05"
"492","M-K41S","","K","41","Briefs","Women's Panties","Underwear","465","M","Dozen","Out of Production","8/6/2003","3.20"
"493","M-K42","","K","42","Briefs","Women's Panties","Underwear","390","M","Dozen","Out of Production","8/6/2003","2.35"
"494","M-K420","","K","420","Briefs","Women's Panties","Underwear","395","M","Dozen","Out of Production","7/10/2003","3.60"
"495","M-K421","","K","421","Briefs","Women's Panties","Underwear","365","M","Dozen","Out of Production","7/10/2003","3.30"
"496","M-K422","","K","422","Briefs","Women's Panties","Underwear","395","M","Dozen","Out of Production","7/10/2003","2.70"
"497","M-K424","","K","424","Briefs","Women's Panties","Underwear","395","M","Dozen","Out of Production","7/10/2003","3.50"
"498","M-K425","","K","425","Briefs","Women's Panties","Underwear","395","M","Dozen","Out of Production","7/10/2003","3.40"
"499","M-K426","","K","426","Briefs","Women's Panties","Underwear","389","M","Dozen","Out of Production","7/10/2003","3.60"
"500","M-K427","","K","427","Briefs","Women's Panties","Underwear","389","M","Dozen","Out of Production","7/10/2003","3.60"
"501","M-K428","","K","428","Briefs","Women's Panties","Underwear","365","M","Dozen","Out of Production","7/10/2003","2.70"
"502","M-K452","","K","452","Briefs","Women's Panties","Underwear","395","M","Dozen","Out of Production","7/10/2003","2.80"
"503","M-K452S","","K","452","Briefs","Women's Panties","Underwear","390","M","Dozen","Out of Production","7/10/2003","3.10"
"504","M-K46","","K","46","Briefs","Women's Panties","Underwear","450","M","Dozen","In Production","7/10/2003","3.60"
"505","M-K4619","","K","4619","Briefs","Women's Panties","Underwear","425","M","Dozen","Out of Production","7/10/2003","3.00"
"506","M-K462","","K","462","Briefs","Women's Panties","Underwear","395","M","Dozen","Out of Production","7/10/2003","3.30"
"507","M-K462S","","K","462","Briefs","Women's Panties","Underwear","396","M","Dozen","Out of Production","7/10/2003","2.95"
"508","M-K4639","","K","4639","Briefs","Women's Panties","Underwear","415","M","Dozen","Out of Production","7/10/2003","3.00"
"509","M-K4653","","K","4653","Briefs","Women's Panties","Underwear","425","M","Dozen","Out of Production","7/10/2003","3.85"
"510","M-K4654","","K","4654","Briefs","Women's Panties","Underwear","425","M","Dozen","Out of Production","7/10/2003","3.85"
"511","M-K4656","","K","4656","Briefs","Women's Panties","Underwear","425","M","Dozen","Out of Production","7/10/2003","4.00"
"512","M-K4671","","K","4671","Briefs","Women's Panties","Underwear","425","M","Dozen","Out of Production","7/10/2003","3.10"
"513","M-K4673","","K","4673","Briefs","Women's Panties","Underwear","430","M","Dozen","In Production","7/10/2003","4.10"
"514","M-K4674","","K","4674","Briefs","Women's Panties","Underwear","395","M","Dozen","Out of Production","7/10/2003","3.85"
"515","M-K4675","","K","4675","Briefs","Women's Panties","Underwear","395","M","Dozen","Out of Production","8/6/2003","3.85"
"516","M-K469","","K","469","Briefs","Women's Panties","Underwear","389","M","Dozen","Out of Production","7/10/2003","3.80"
"517","M-K46D","","K","46","Briefs","Women's Panties","Underwear","448","M","Dozen","Out of Production","7/10/2003","4.00"
"518","M-K46E","","K","46","Briefs","Women's Panties","Underwear","435","M","Dozen","In Production","7/10/2003","3.80"
"519","M-K46K","","K","46","Briefs","Women's Panties","Underwear","415","M","Dozen","Out of Production","7/10/2003","4.00"
"520","M-K46S","","K","46","Briefs","Women's Panties","Underwear","410","M","Dozen","In Production","7/10/2003","4.00"
"521","M-K46SD","","K","46","Briefs","Women's Panties","Underwear","435","M","Dozen","Out of Production","7/10/2003","4.40"
"522","M-K46SK","","K","46","Briefs","Women's Panties","Underwear","460","M","Dozen","Out of Production","7/10/2003","4.25"
"523","M-K46SV","","K","46","Briefs","Women's Panties","Underwear","455","M","Dozen","Out of Production","8/6/2003","4.40"
"524","M-K46T","","K","46","Briefs","Women's Panties","Underwear","405","M","Dozen","In Production","7/10/2003","3.80"
"525","M-K46V","","K","46","Briefs","Women's Panties","Underwear","410","M","Dozen","Out of Production","7/10/2003","4.00"
"526","M-K475","","K","475","Briefs","Women's Panties","Underwear","395","M","Dozen","Out of Production","7/10/2003","4.00"
"527","M-K480","","K","480","Briefs","Women's Panties","Underwear","383","M","Dozen","Out of Production","7/10/2003","3.20"
"528","M-K485","","K","485","Briefs","Women's Panties","Underwear","395","M","Dozen","Out of Production","7/10/2003","2.80"
"529","M-K498","","K","498","Briefs","Women's Panties","Underwear","395","M","Dozen","Out of Production","7/10/2003","3.70"
"530","M-K502","","K","502","Briefs","Women's Panties","Underwear","395","M","Dozen","Out of Production","7/10/2003","3.70"
"531","M-K503","","K","503","Briefs","Women's Panties","Underwear","395","M","Dozen","Out of Production","7/10/2003","2.75"
"532","M-K503S","","K","503","Briefs","Women's Panties","Underwear","396","M","Dozen","Out of Production","7/10/2003","3.20"
"533","M-K507","","K","507","Briefs","Women's Panties","Underwear","389","M","Dozen","Out of Production","7/10/2003","3.30"
"534","M-K509","","K","509","Briefs","Women's Panties","Underwear","395","M","Dozen","Out of Production","7/10/2003","3.60"
"535","M-K509S","","K","509","Briefs","Women's Panties","Underwear","365","M","Dozen","Out of Production","7/10/2003","3.25"
"536","M-K512","","K","512","Briefs","Women's Panties","Underwear","447","M","Dozen","Out of Production","7/10/2003","4.00"
"537","M-K52","","K","52","Briefs","Women's Panties","Underwear","400","M","Dozen","Out of Production","8/6/2003","3.70"
"538","M-K528","","K","528","Briefs","Women's Panties","Underwear","395","M","Dozen","Out of Production","7/10/2003","3.50"
"539","M-K52S","","K","52","Briefs","Women's Panties","Underwear","550","M","Dozen","Out of Production","8/6/2003","4.20"
"540","M-K52T","","K","52","Briefs","Women's Panties","Underwear","460","M","Dozen","Out of Production","7/10/2003","3.35"
"541","M-K533","","K","533","Briefs","Women's Panties","Underwear","389","M","Dozen","Out of Production","7/10/2003","3.80"
"542","M-K68","","K","68","Briefs","Women's Panties","Underwear","432","M","Dozen","Out of Production","8/6/2003","2.55"
"543","M-K68E","","K","68","Briefs","Women's Panties","Underwear","443","M","Dozen","Out of Production","8/6/2003","2.70"
"544","M-K68T","","K","68","Briefs","Women's Panties","Underwear","440","M","Dozen","In Production","8/6/2003","2.85"
"545","M-K76E","","K","76","Briefs","Women's Panties","Underwear","431","M","Dozen","Out of Production","7/10/2003","2.85"
"546","M-K77","","K","77","Briefs","Women's Panties","Underwear","430","M","Dozen","Out of Production","7/10/2003","3.05"
"547","M-K77S","","K","77","Briefs","Women's Panties","Underwear","442","M","Dozen","Out of Production","7/10/2003","3.35"
"548","M-K846","","K","846","Briefs","Women's Panties","Underwear","444","M","Dozen","Out of Production","8/6/2003","2.75"
"549","M-K846S","","K","846","Briefs","Women's Panties","Underwear","450","M","Dozen","Out of Production","8/6/2003","3.05"
"550","M-K846T","","K","846","Briefs","Women's Panties","Underwear","440","M","Dozen","Out of Production","8/6/2003","3.05"
"551","M-K92","","K","92","Briefs","Women's Panties","Underwear","405","M","Dozen","Out of Production","8/6/2003","2.30"
"552","M-K92E","","K","92","Briefs","Women's Panties","Underwear","437","M","Dozen","Out of Production","8/6/2003","2.45"
"553","M-K94","","K","94","Briefs","Women's Panties","Underwear","240","M","Dozen","Out of Production","7/10/2003","2.20"
"554","M-KA946S","","KA","946","Briefs","Women's Panties","Underwear","395","M","Dozen","Out of Production","8/6/2003","3.40"
"555","M-KA946T","","KA","946","Briefs","Women's Panties","Underwear","405","M","Dozen","Out of Production","8/6/2003","3.40"
"556","M-N80","","N","80","Briefs","Women's Panties","Underwear","336","M","Dozen","Out of Production","8/6/2003","4.30"
"557","M-N87","","N","87","Briefs","Women's Panties","Underwear","324","M","Dozen","Out of Production","8/6/2003","5.50"
"558","M-O23E","","O","23","Briefs","Women's Panties","Underwear","281","M","Dozen","Out of Production","8/6/2003","2.55"
"559","M-O32","","O","32","Briefs","Women's Panties","Underwear","292","M","Dozen","Out of Production","8/6/2003","2.70"
"560","M-O32S","","O","32","Briefs","Women's Panties","Underwear","335","M","Dozen","Out of Production","8/6/2003","3.10"
"561","M-O352","","O","352","Briefs","Women's Panties","Underwear","299","M","Dozen","Out of Production","7/10/2003","2.75"
"562","M-O356","","O","356","Briefs","Women's Panties","Underwear","299","M","Dozen","Out of Production","7/10/2003","2.60"
"563","M-O356S","","O","356","Briefs","Women's Panties","Underwear","299","M","Dozen","Out of Production","7/10/2003","2.75"
"564","M-O357","","O","357","Briefs","Women's Panties","Underwear","287","M","Dozen","Out of Production","7/10/2003","2.60"
"565","M-O360","","O","360","Briefs","Women's Panties","Underwear","311","M","Dozen","Out of Production","7/10/2003","2.70"
"566","M-O362","","O","362","Briefs","Women's Panties","Underwear","293","M","Dozen","Out of Production","7/10/2003","2.55"
"567","M-O367","","O","367","Briefs","Women's Panties","Underwear","299","M","Dozen","Out of Production","7/10/2003","2.60"
"568","M-R461","","R","461","Briefs","Women's Panties","Underwear","300","M","Dozen","Out of Production","8/6/2003","4.30"
"569","M-R791","","R","791","Briefs","Women's Panties","Underwear","299","M","Dozen","Out of Production","8/6/2003","4.80"
"570","M-R801","","R","801","Briefs","Women's Panties","Underwear","300","M","Dozen","Out of Production","8/6/2003","4.70"
"571","M-R901","","R","901","Briefs","Women's Panties","Underwear","347","M","Dozen","Out of Production","8/6/2003","4.00"
"572","M-S24","","S","24","Briefs","Women's Panties","Underwear","326","M","Dozen","In Production","8/6/2003","3.90"
"573","M-S31SR","","S","31","Briefs","Women's Panties","Underwear","355","M","Dozen","Out of Production","8/6/2003","5.30"
"574","M-S32","","S","32","Briefs","Women's Panties","Underwear","320","M","Dozen","In Production","8/6/2003","3.70"
"575","M-S32S","","S","32","Briefs","Women's Panties","Underwear","335","M","Dozen","Out of Production","8/6/2003","4.20"
"576","M-S46","","S","46","Briefs","Women's Panties","Underwear","330","M","Dozen","In Production","8/6/2003","3.90"
"577","M-S4653","","S","4653","Briefs","Women's Panties","Underwear","351","M","Dozen","Out of Production","8/6/2003","4.50"
"578","M-S4654","","S","4654","Briefs","Women's Panties","Underwear","351","M","Dozen","Out of Production","8/6/2003","4.50"
"579","M-S4673","","S","4673","Briefs","Women's Panties","Underwear","340","M","Dozen","In Production","8/6/2003","4.50"
"580","M-S4674","","S","4674","Briefs","Women's Panties","Underwear","359","M","Dozen","Out of Production","8/6/2003","4.50"
"581","M-S4675","","S","4675","Briefs","Women's Panties","Underwear","359","M","Dozen","Out of Production","8/6/2003","4.30"
"582","M-S46S","","S","46","Briefs","Women's Panties","Underwear","355","M","Dozen","In Production","8/6/2003","4.20"
"583","M-SLP12","","SLP","12","Slips","Men's Briefs","Underwear","139","M","Single Unit","Out of Production","7/10/2003","0.45"
"584","M-TA10","","TA","10","Thongs","Women's Panties","Underwear","172","M","Dozen","Out of Production","8/6/2003","2.20"
"585","M-TA1085","","TA","1085","Thongs","Women's Panties","Underwear","166","M","Dozen","Out of Production","8/6/2003","2.70"
"586","M-TA10S","","TA","10","Thongs","Women's Panties","Underwear","185","M","Dozen","Out of Production","8/6/2003","3.90"
"587","M-TA11","","TA","11","Thongs","Women's Panties","Underwear","172","M","Dozen","Out of Production","7/10/2003","3.25"
"588","M-TA11S","","TA","11","Thongs","Women's Panties","Underwear","185","M","Dozen","Out of Production","7/10/2003","3.45"
"589","M-TA46","","TA","46","Thongs","Women's Panties","Underwear","197","M","Dozen","Out of Production","8/6/2003","3.10"
"590","M-TA4607","","TA","4607","Thongs","Women's Panties","Underwear","192","M","Dozen","Out of Production","8/6/2003","4.05"
"591","M-TA46D","","TA","46","Thongs","Women's Panties","Underwear","190","M","Dozen","Out of Production","7/10/2003","2.80"
"592","M-TA46S","","TA","46","Thongs","Women's Panties","Underwear","166","M","Dozen","Out of Production","8/6/2003","3.30"
"593","M-TA46SD","","TA","46","Thongs","Women's Panties","Underwear","175","M","Dozen","Out of Production","7/10/2003","4.25"
"594","M-TA46SK","","TA","46","Thongs","Women's Panties","Underwear","185","M","Dozen","Out of Production","7/10/2003","2.90"
"595","M-TA46SV","","TA","46","Thongs","Women's Panties","Underwear","186","M","Dozen","Out of Production","7/10/2003","2.90"
"596","M-TA46SZ","","TA","46","Thongs","Women's Panties","Underwear","187","M","Dozen","Out of Production","8/6/2003","4.20"
"597","M-TA46T","","TA","46","Thongs","Women's Panties","Underwear","162","M","Dozen","Out of Production","8/6/2003","3.20"
"598","M-TA46V","","TA","46","Thongs","Women's Panties","Underwear","178","M","Dozen","Out of Production","8/6/2003","4.05"
"599","M-TA46Z","","TA","46","Thongs","Women's Panties","Underwear","178","M","Dozen","Out of Production","8/6/2003","4.00"
"600","M-TA7800","","TA","7800","Thongs","Women's Panties","Underwear","192","M","Dozen","Out of Production","8/6/2003","6.10"
"601","M-TA7800S","","TA","7800","Thongs","Women's Panties","Underwear","185","M","Dozen","Out of Production","8/6/2003","7.50"
"602","M-TA97","","TA","97","Thongs","Women's Panties","Underwear","180","M","Dozen","Out of Production","8/6/2003","3.25"
"603","M-TAB10","","TAB","10","Thongs","Women's Panties","Underwear","145","M","Dozen","Out of Production","8/6/2003","3.60"
"604","M-TAB11","","TAB","11","Thongs","Women's Panties","Underwear","168","M","Dozen","Out of Production","8/6/2003","3.40"
"605","M-TAB11S","","TAB","11","Thongs","Women's Panties","Underwear","167","M","Dozen","Out of Production","8/6/2003","3.60"
"606","M-TAB46","","TAB","46","Thongs","Women's Panties","Underwear","172","M","Dozen","Out of Production","8/6/2003","2.30"
"607","M-TAB46S","","TAB","46","Thongs","Women's Panties","Underwear","166","M","Dozen","Out of Production","8/6/2003","2.50"
"608","M-TAB84","","TAB","84","Thongs","Women's Panties","Underwear","156","M","Dozen","Out of Production","8/6/2003","2.20"
"609","M-TAB97","","TAB","97","Thongs","Women's Panties","Underwear","192","M","Dozen","Out of Production","8/6/2003","2.20"
"610","M-TIA82","","TIA","82","Thongs","Women's Panties","Underwear","168","M","Dozen","Out of Production","8/6/2003","6.50"
"611","M-TO31","","TO","31","Thongs","Women's Panties","Underwear","205","M","Dozen","Out of Production","8/6/2003","1.70"
"612","M-TO31S","","TO","31","Thongs","Women's Panties","Underwear","221","M","Dozen","Out of Production","8/6/2003","2.70"
"613","M-TO32","","TO","32","Thongs","Women's Panties","Underwear","144","M","Dozen","Out of Production","8/6/2003","2.35"
"614","M-TO94","","TO","94","Thongs","Women's Panties","Underwear","155","M","Dozen","Out of Production","8/6/2003","2.00"
"615","M-U23","","U","23","Briefs","Women's Panties","Underwear","287","M","Dozen","Out of Production","7/10/2003","2.50"
"616","M-U29","","U","29","Briefs","Women's Panties","Underwear","304","M","Dozen","In Production","8/6/2003","2.75"
"617","M-U31","","U","31","Briefs","Women's Panties","Underwear","341","M","Dozen","Out of Production","8/6/2003","2.40"
"618","M-U35","","U","35","Briefs","Women's Panties","Underwear","319","M","Dozen","In Production","8/6/2003","3.10"
"619","M-U98E","","U","98","Briefs","Women's Panties","Underwear","311","M","Dozen","Out of Production","8/6/2003","2.50"
"620","M-Z23","","Z","23","Briefs","Women's Panties","Underwear","287","M","Dozen","Out of Production","8/6/2003","3.05"
"621","M-Z30D","","Z","30","Briefs","Women's Panties","Underwear","269","M","Dozen","Out of Production","8/6/2003","3.90"
"622","M-Z31","","Z","31","Briefs","Women's Panties","Underwear","305","M","Dozen","Out of Production","8/6/2003","3.40"
"623","M-Z31E","","Z","31","Briefs","Women's Panties","Underwear","304","M","Dozen","Out of Production","8/6/2003","3.35"
"624","M-Z32","","Z","32","Briefs","Women's Panties","Underwear","293","M","Dozen","Out of Production","8/6/2003","3.20"
"630","M-Z32S","","Z","32","Briefs","Women's Panties","Underwear","294","M","Dozen","Out of Production","8/6/2003","3.50"
"635","M-Z46","","Z","46","Briefs","Women's Panties","Underwear","300","M","Dozen","Out of Production","8/6/2003","3.70"
"636","M-Z46S","","Z","46","Briefs","Women's Panties","Underwear","341","M","Dozen","Out of Production","8/6/2003","3.70"
"637","M-Z84","","Z","84","Briefs","Women's Panties","Underwear","310","M","Dozen","Out of Production","8/6/2003","4.20"
"638","M-Z87","","Z","87","Briefs","Women's Panties","Underwear","299","M","Dozen","Out of Production","8/6/2003","5.50"
"639","M-ZF4600S","","ZF","4600","Briefs","Women's Panties","Underwear","354","M","Dozen","In Production","8/6/2003","4.70"
"640","M-ZF4601S","","ZF","4601","Briefs","Women's Panties","Underwear","300","M","Dozen","In Production","8/6/2003","5.00"
"641","M-ZF4602S","","ZF","4602","Briefs","Women's Panties","Underwear","315","M","Dozen","Out of Production","8/6/2003","4.80"
"642","S-173","","AT","173","Undershirts","Women's Undershirts","Underwear","662","S","Dozen","In Production","8/6/2003","5.30"
"643","S-3101","","AT3K","3101","Undershirts","Women's Undershirts","Underwear","71","S","Single Unit","Out of Production","7/10/2003","0.60"
"644","S-3102","","AT3K","3102","Undershirts","Women's Undershirts","Underwear","84","S","Single Unit","Out of Production","7/10/2003","0.70"
"645","S-3103","","AT3K","3103","Undershirts","Women's Undershirts","Underwear","101","S","Single Unit","Out of Production","8/6/2003","0.70"
"646","S-3103S","","AT3K","3103","Undershirts","Women's Undershirts","Underwear","101","S","Single Unit","Out of Production","8/6/2003","0.80"
"647","S-3104","","AT3K","3104","Undershirts","Women's Undershirts","Underwear","69","S","Single Unit","Out of Production","7/10/2003","0.55"
"648","S-3104S","","AT3K","3104","Undershirts","Women's Undershirts","Underwear","91","S","Single Unit","Out of Production","8/6/2003","0.65"
"649","S-3106","","AT3K","3106","Undershirts","Women's Undershirts","Underwear","102","S","Single Unit","Out of Production","7/10/2003","0.60"
"650","S-3106S","","AT3K","3106","Undershirts","Women's Undershirts","Underwear","111","S","Single Unit","Out of Production","7/10/2003","0.70"
"651","S-4201","","AT4K","4201","Undershirts","Women's Undershirts","Underwear","89","S","Single Unit","Out of Production","8/6/2003","0.65"
"652","S-4205","","AT4K","4205","Undershirts","Women's Undershirts","Underwear","89","S","Single Unit","Out of Production","8/6/2003","0.65"
"653","S-A46","","A","46","Briefs","Women's Panties","Underwear","252","S","Dozen","Out of Production","8/6/2003","3.10"
"654","S-A4607","","A","4607","Briefs","Women's Panties","Underwear","220","S","Dozen","Out of Production","8/6/2003","4.30"
"655","S-A4607S","","A","4607","Briefs","Women's Panties","Underwear","254","S","Dozen","Out of Production","8/6/2003","3.00"
"656","S-A4654","","A","4654","Briefs","Women's Panties","Underwear","245","S","Dozen","Out of Production","8/6/2003","3.60"
"657","S-A4674","","A","4674","Briefs","Women's Panties","Underwear","245","S","Dozen","Out of Production","8/6/2003","3.60"
"658","S-A4675","","A","4675","Briefs","Women's Panties","Underwear","296","S","Dozen","Out of Production","8/6/2003","3.30"
"659","S-A46S","","A","46","Briefs","Women's Panties","Underwear","270","S","Dozen","Out of Production","7/10/2003","3.50"
"660","S-A52","","A","52","Briefs","Women's Panties","Underwear","371","S","Dozen","Out of Production","8/6/2003","3.45"
"661","S-A52S","","A","52","Briefs","Women's Panties","Underwear","360","S","Dozen","Out of Production","8/6/2003","3.95"
"662","S-A7800","","A","7800","Briefs","Women's Panties","Underwear","252","S","Dozen","Out of Production","8/6/2003","7.70"
"663","S-A7800S","","A","7800","Briefs","Women's Panties","Underwear","251","S","Dozen","Out of Production","8/6/2003","8.30"
"664","S-A821","","A","821","Briefs","Women's Panties","Underwear","252","S","Dozen","Out of Production","8/6/2003","7.00"
"665","S-BX172","","BX","172","Boxers","Men's Briefs","Underwear","57","S","Single Unit","Out of Production","7/10/2003","1.40"
"666","S-BX17C2","","BX","17","Boxers","Men's Briefs","Underwear","53","S","Single Unit","Out of Production","8/6/2003","1.50"
"667","S-BX17S2","","BX","17","Boxers","Men's Briefs","Underwear","55","S","Single Unit","Out of Production","8/6/2003","1.50"
"668","S-BX17Y1","","BX","17","Boxers","Men's Briefs","Underwear","55","S","Single Unit","Out of Production","7/10/2003","1.35"
"669","S-BX34A","","BX","34","Boxers","Men's Briefs","Underwear","76","S","Single Unit","In Production","7/10/2003","0.90"
"670","S-BX34B","","BX","34","Boxers","Men's Briefs","Underwear","63","S","Single Unit","Out of Production","7/10/2003","1.10"
"671","S-BX46A","","BX","46","Boxers","Men's Briefs","Underwear","68","S","Single Unit","Out of Production","7/10/2003","0.70"
"672","S-BX46B","","BX","46","Boxers","Men's Briefs","Underwear","63","S","Single Unit","Out of Production","7/10/2003","0.90"
"673","S-BX46CA","","BX","46","Boxers","Men's Briefs","Underwear","75","S","Single Unit","Out of Production","7/10/2003","0.80"
"674","S-BX46CB","","BX","46","Boxers","Men's Briefs","Underwear","71","S","Single Unit","Out of Production","7/10/2003","0.90"
"675","S-BX46SA","","BX","46","Boxers","Men's Briefs","Underwear","72","S","Single Unit","Out of Production","7/10/2003","0.80"
"676","S-BX46SC","","BX","46","Boxers","Men's Briefs","Underwear","64","S","Single Unit","In Production","7/10/2003","1.00"
"677","S-ERK33","","ERK","33","Briefs","Men's Briefs","Underwear","468","S","Dozen","Out of Production","7/10/2003","4.00"
"678","S-ERK61","","ERK","61","Briefs","Men's Briefs","Underwear","455","S","Dozen","In Production","7/10/2003","3.30"
"679","S-ERK62","","ERK","62","Briefs","Men's Briefs","Underwear","352","S","Dozen","Out of Production","8/6/2003","2.95"
"680","S-ERK63","","ERK","63","Briefs","Men's Briefs","Underwear","430","S","Dozen","In Production","7/10/2003","3.05"
"681","S-ERK64","","ERK","64","Briefs","Men's Briefs","Underwear","450","S","Dozen","Out of Production","7/10/2003","3.50"
"682","S-ERK81","","ERK","81","Briefs","Men's Briefs","Underwear","450","S","Dozen","Out of Production","7/10/2003","3.00"
"683","S-F46","","F","46","Briefs","Women's Panties","Underwear","290","S","Dozen","Out of Production","7/10/2003","3.30"
"684","S-F46S","","F","46","Briefs","Women's Panties","Underwear","305","S","Dozen","Out of Production","7/10/2003","3.70"
"685","S-F52","","F","52","Briefs","Women's Panties","Underwear","371","S","Dozen","Out of Production","7/10/2003","3.80"
"686","S-F52S","","F","52","Briefs","Women's Panties","Underwear","310","S","Dozen","Out of Production","7/10/2003","4.30"
"687","S-F56","","F","56","Briefs","Women's Panties","Underwear","290","S","Dozen","Out of Production","8/6/2003","3.70"
"688","S-G46","","G","46","Briefs","Women's Panties","Underwear","315","S","Dozen","In Production","8/6/2003","4.20"
"689","S-G77","","G","77","Briefs","Women's Panties","Underwear","314","S","Dozen","Out of Production","7/10/2003","3.90"
"690","S-H46","","H","46","Briefs","Women's Panties","Underwear","269","S","Dozen","Out of Production","8/6/2003","3.00"
"691","S-H46S","","H","46","Briefs","Women's Panties","Underwear","280","S","Dozen","Out of Production","8/6/2003","3.35"
"692","S-K21","","K","21","Briefs","Women's Panties","Underwear","365","S","Dozen","In Production","7/10/2003","2.90"
"693","S-K21E","","K","21","Briefs","Women's Panties","Underwear","353","S","Dozen","In Production","7/10/2003","3.10"
"694","S-K23","","K","23","Briefs","Women's Panties","Underwear","327","S","Dozen","In Production","7/10/2003","2.70"
"695","S-K23E","","K","23","Briefs","Women's Panties","Underwear","289","S","Dozen","In Production","7/10/2003","2.90"
"696","S-K24","","K","24","Briefs","Women's Panties","Underwear","360","S","Dozen","In Production","8/6/2003","2.70"
"697","S-K25","","K","25","Briefs","Women's Panties","Underwear","386","S","Dozen","In Production","8/6/2003","2.80"
"698","S-K25S","","K","25","Briefs","Women's Panties","Underwear","360","S","Dozen","Out of Production","8/6/2003","2.75"
"699","S-K29","","K","29","Briefs","Women's Panties","Underwear","325","S","Dozen","In Production","7/10/2003","2.60"
"700","S-K31","","K","31","Briefs","Women's Panties","Underwear","377","S","Dozen","In Production","7/10/2003","2.80"
"701","S-K31E","","K","31","Briefs","Women's Panties","Underwear","347","S","Dozen","In Production","7/10/2003","3.00"
"702","S-K31S","","K","31","Briefs","Women's Panties","Underwear","365","S","Dozen","In Production","7/10/2003","3.20"
"703","S-K32","","K","32","Briefs","Women's Panties","Underwear","358","S","Dozen","In Production","7/10/2003","2.70"
"704","S-K32E","","K","32","Briefs","Women's Panties","Underwear","314","S","Dozen","In Production","7/10/2003","2.90"
"705","S-K32S","","K","32","Briefs","Women's Panties","Underwear","350","S","Dozen","In Production","8/6/2003","3.10"
"706","S-K32T","","K","32","Briefs","Women's Panties","Underwear","345","S","Dozen","In Production","8/6/2003","2.90"
"707","S-K46","","K","46","Briefs","Women's Panties","Underwear","386","S","Dozen","In Production","7/10/2003","3.30"
"708","S-K4653","","K","4653","Briefs","Women's Panties","Underwear","350","S","Dozen","Out of Production","8/6/2003","3.55"
"709","S-K4654","","K","4654","Briefs","Women's Panties","Underwear","369","S","Dozen","Out of Production","7/10/2003","3.55"
"710","S-K4674","","K","4674","Briefs","Women's Panties","Underwear","369","S","Dozen","Out of Production","7/10/2003","3.55"
"711","S-K4675","","K","4675","Briefs","Women's Panties","Underwear","359","S","Dozen","In Production","8/6/2003","3.55"
"712","S-K46S","","K","46","Briefs","Women's Panties","Underwear","370","S","Dozen","In Production","7/10/2003","3.70"
"713","S-K46T","","K","46","Briefs","Women's Panties","Underwear","350","S","Dozen","In Production","7/10/2003","3.50"
"714","S-N79","","N","79","Briefs","Women's Panties","Underwear","285","S","Dozen","Out of Production","7/10/2003","4.00"
"715","S-N80","","N","80","Briefs","Women's Panties","Underwear","265","S","Dozen","Out of Production","7/10/2003","3.90"
"716","S-N90","","N","90","Briefs","Women's Panties","Underwear","227","S","Dozen","Out of Production","7/10/2003","3.20"
"717","S-R461","","R","461","Briefs","Women's Panties","Underwear","285","S","Dozen","Out of Production","8/6/2003","4.00"
"718","S-R791","","R","791","Briefs","Women's Panties","Underwear","280","S","Dozen","Out of Production","8/6/2003","4.50"
"719","S-R801","","R","801","Briefs","Women's Panties","Underwear","260","S","Dozen","Out of Production","8/6/2003","4.40"
"720","S-S32","","S","32","Briefs","Women's Panties","Underwear","256","S","Dozen","In Production","8/6/2003","3.40"
"721","S-S32S","","S","32","Briefs","Women's Panties","Underwear","293","S","Dozen","Out of Production","8/6/2003","3.90"
"722","S-S46","","S","46","Briefs","Women's Panties","Underwear","291","S","Dozen","In Production","8/6/2003","3.80"
"723","S-S4654","","S","4654","Briefs","Women's Panties","Underwear","310","S","Dozen","Out of Production","8/6/2003","4.20"
"724","S-S4673","","S","4673","Briefs","Women's Panties","Underwear","320","S","Dozen","In Production","8/6/2003","4.20"
"725","S-TA10","","TA","10","Thongs","Women's Panties","Underwear","141","S","Dozen","Out of Production","8/6/2003","2.00"
"726","S-TA1083","","TA","1083","Thongs","Women's Panties","Underwear","125","S","Dozen","Out of Production","8/6/2003","3.30"
"727","S-TA1085","","TA","1085","Thongs","Women's Panties","Underwear","147","S","Dozen","Out of Production","8/6/2003","2.40"
"728","S-TA10S","","TA","10","Thongs","Women's Panties","Underwear","156","S","Dozen","Out of Production","8/6/2003","2.20"
