"TransactionID","ProductID","PurchaseOrderID","MissingID","TransactionDate","UnitPurchasePrice","QuantityOrdered","QuantityReceived","QuantityMissing"
"9348","700","","3","5/8/2004","2.80","","","1"
"9349","702","","3","5/8/2004","3.20","","","1"
"9350","708","","3","5/8/2004","3.55","","","1"
"9351","715","","3","5/8/2004","3.90","","","5"
"9352","716","","3","5/8/2004","3.20","","","2"
"9353","717","","3","5/8/2004","4.00","","","1"
"9354","721","","3","5/8/2004","3.90","","","1"
"9355","722","","3","5/8/2004","3.80","","","1"
"9356","1279","","3","5/8/2004","4.20","","","1"
"9357","1088","","3","5/8/2004","4.60","","","1"
"9358","1366","","3","5/8/2004","0.40","","","3"
"9359","726","","3","5/8/2004","5.30","","","1"
"9360","728","","3","5/8/2004","3.70","","","50"
"9361","729","","3","5/8/2004","3.05","","","1"
"9362","731","","3","5/8/2004","2.90","","","5"
"9363","734","","3","5/8/2004","3.10","","","1"
"9364","735","","3","5/8/2004","4.05","","","2"
"9365","740","","3","5/8/2004","3.85","","","1"
"9366","741","","3","5/8/2004","3.80","","","1"
"9367","743","","3","5/8/2004","7.00","","","2"
"9368","745","","3","5/8/2004","3.25","","","2"
"9369","750","","3","5/8/2004","3.10","","","1"
"9370","1374","","3","5/8/2004","6.20","","","7"
"9371","1499","","3","5/8/2004","4.70","","","1"
"9372","1501","","3","5/8/2004","4.75","","","1"
"9373","1496","","3","5/8/2004","3.75","","","1"
"9374","758","","3","5/8/2004","2.55","","","2"
"9375","759","","3","5/8/2004","3.30","","","1"
"9376","760","","3","5/8/2004","3.40","","","1"
"9377","763","","3","5/8/2004","6.20","","","1"
"9378","1030","","3","5/8/2004","9.90","","","0"
"9379","766","","3","5/8/2004","7.80","","","0"
"9380","769","","3","5/8/2004","8.40","","","0"
"9381","773","","3","5/8/2004","8.30","","","1"
"9382","779","","3","5/8/2004","0.85","","","2"
"9383","782","","3","5/8/2004","6.10","","","20"
"9384","1345","","3","5/8/2004","4.60","","","4"
"9385","1067","","3","5/8/2004","4.40","","","2"
"9386","789","","3","5/8/2004","1.80","","","2"
"9387","790","","3","5/8/2004","1.80","","","1"
"9388","791","","3","5/8/2004","1.65","","","2"
"9389","792","","3","5/8/2004","1.20","","","3"
"9390","793","","3","5/8/2004","1.20","","","3"
"9391","794","","3","5/8/2004","1.20","","","1"
"9392","1111","","3","5/8/2004","1.10","","","1"
"9393","798","","3","5/8/2004","1.15","","","2"
"9394","799","","3","5/8/2004","1.10","","","1"
"9395","804","","3","5/8/2004","5.70","","","0"
"9397","806","","3","5/8/2004","4.10","","","14"
"9398","810","","3","5/8/2004","5.30","","","1"
"9399","1084","","3","5/8/2004","4.95","","","0"
"9400","812","","3","5/8/2004","4.45","","","5"
"9401","1152","","3","5/8/2004","4.00","","","3"
"9402","1156","","3","5/8/2004","3.90","","","2"
"9403","1179","","3","5/8/2004","5.20","","","9"
"9404","818","","3","5/8/2004","5.20","","","12"
"9405","819","","3","5/8/2004","3.70","","","1"
"9406","821","","3","5/8/2004","2.95","","","1"
"9407","824","","3","5/8/2004","3.60","","","1"
"9408","826","","3","5/8/2004","3.60","","","1"
"9409","827","","3","5/8/2004","3.55","","","2"
"9410","833","","3","5/8/2004","3.80","","","1"
"9411","835","","3","5/8/2004","3.60","","","28"
"9412","836","","3","5/8/2004","3.80","","","2"
"9413","843","","3","5/8/2004","2.90","","","2"
"9414","1128","","3","5/8/2004","4.40","","","10"
"9415","1029","","3","5/8/2004","4.10","","","1"
"9416","856","","3","5/8/2004","4.00","","","2"
"9417","1256","","3","5/8/2004","4.70","","","2"
"9418","857","","3","5/8/2004","4.00","","","1"
"9419","858","","3","5/8/2004","4.70","","","6"
"9420","862","","3","5/8/2004","4.70","","","1"
"9421","876","","3","5/8/2004","5.00","","","2"
"9422","1185","","3","5/8/2004","2.75","","","3"
"9423","880","","3","5/8/2004","2.90","","","0"
"9424","881","","3","5/8/2004","2.75","","","2"
"9425","886","","3","5/8/2004","2.70","","","2"
"9426","887","","3","5/8/2004","3.60","","","1"
"9427","1401","","3","5/8/2004","8.80","","","1"
"9428","1099","","3","5/8/2004","5.80","","","2"
"9429","1174","","3","5/8/2004","5.35","","","1"
"9430","1101","","3","5/8/2004","5.80","","","1"
"9431","1104","","3","5/8/2004","6.20","","","1"
"9432","889","","3","5/8/2004","8.00","","","40"
"9433","1031","","3","5/8/2004","10.60","","","0"
"9434","894","","3","5/8/2004","9.10","","","0"
"9435","895","","3","5/8/2004","11.30","","","1"
"9436","1186","","3","5/8/2004","1.25","","","2"
"9437","904","","3","5/8/2004","4.50","","","1"
"9438","1040","","3","5/8/2004","4.75","","","1"
"9439","907","","3","5/8/2004","4.50","","","1"
"9440","1042","","3","5/8/2004","4.60","","","1"
"9441","917","","3","5/8/2004","3.85","","","1"
"9442","918","","3","5/8/2004","3.75","","","2"
"9443","920","","3","5/8/2004","3.60","","","3"
"9444","921","","3","5/8/2004","3.70","","","1"
"9445","924","","3","5/8/2004","4.40","","","7"
"9446","926","","3","5/8/2004","3.90","","","2"
"9447","932","","3","5/8/2004","4.30","","","1"
"9448","936","","3","5/8/2004","5.05","","","2"
"9449","937","","3","5/8/2004","5.05","","","3"
"9450","938","","3","5/8/2004","5.05","","","2"
"9451","941","","3","5/8/2004","5.05","","","2"
"9452","943","","3","5/8/2004","4.55","","","15"
"9453","944","","3","5/8/2004","4.80","","","5"
"9454","946","","3","5/8/2004","4.90","","","1"
"9455","948","","3","5/8/2004","4.25","","","1"
"9456","952","","3","5/8/2004","2.95","","","1"
"9457","1316","","3","5/8/2004","6.20","","","1"
"9458","1314","","3","5/8/2004","5.70","","","1"
"9459","954","","3","5/8/2004","5.90","","","0"
"9460","956","","3","5/8/2004","6.50","","","1"
"9461","958","","3","5/8/2004","7.90","","","2"
"9462","959","","3","5/8/2004","7.10","","","0"
"9464","1155","","3","5/8/2004","5.00","","","2"
"9465","977","","3","5/8/2004","3.50","","","1"
"9466","979","","3","5/8/2004","3.90","","","1"
"9467","984","","3","5/8/2004","4.70","","","0"
"9468","988","","3","5/8/2004","4.70","","","1"
"9469","990","","3","5/8/2004","5.45","","","3"
"9470","991","","3","5/8/2004","5.45","","","12"
"9471","992","","3","5/8/2004","5.45","","","1"
"9472","994","","3","5/8/2004","4.95","","","1"
"9473","995","","3","5/8/2004","5.20","","","1"
"9474","997","","3","5/8/2004","4.10","","","10"
"9475","1301","","3","5/8/2004","6.80","","","1"
"9476","1304","","3","5/8/2004","8.50","","","2"
"9477","998","","3","5/8/2004","5.00","","","2"
"9478","1121","","3","5/8/2004","4.80","","","1"
"9479","1124","","3","5/8/2004","5.10","","","2"
"9480","1003","","3","5/8/2004","5.10","","","6"
"9481","1328","","3","5/8/2004","5.30","","","1"
"9482","1005","","3","5/8/2004","4.80","","","1"
"9483","1006","","3","5/8/2004","5.10","","","0"
"9484","1007","","3","5/8/2004","5.40","","","2"
"9485","1009","","3","5/8/2004","5.30","","","2"
"9486","203","75","","4/22/2004","3.45","160","160",""
"9487","196","75","","4/22/2004","3.40","60","60",""
"9488","196","75","","4/22/2004","3.40","40","40",""
"9489","861","75","","4/22/2004","4.70","119","119",""
"9490","819","75","","4/22/2004","3.70","180","180",""
"9491","819","75","","4/22/2004","3.70","100","100",""
"9492","833","75","","4/22/2004","3.80","100","100",""
"9493","820","75","","4/22/2004","3.90","17","17",""
"9494","915","75","","4/22/2004","3.90","100","100",""
"9495","920","75","","4/22/2004","3.60","58","58",""
"9496","264","75","","4/22/2004","4.20","20","20",""
"9497","943","75","","4/22/2004","4.55","160","160",""
"9498","822","75","","4/22/2004","3.10","40","40",""
"9499","1404","75","","4/22/2004","5.40","40","40",""
"9500","1409","75","","4/22/2004","5.00","40","40",""
"9501","1411","75","","4/22/2004","5.40","40","40",""
"9502","1400","75","","4/22/2004","7.70","40","40",""
"9503","1399","75","","4/22/2004","6.80","40","40",""
"9504","1405","75","","4/22/2004","5.70","40","40",""
"9505","1494","75","","4/22/2004","5.40","40","40",""
"9507","1407","75","","4/22/2004","5.00","40","40",""
"9508","1406","75","","4/22/2004","4.70","40","40",""
"9509","1493","75","","4/22/2004","4.60","40","40",""
"9510","1410","75","","4/22/2004","5.00","40","40",""
"9511","1258","75","","4/22/2004","3.30","40","40",""
"9512","1262","75","","4/22/2004","3.30","30","30",""
"9513","1089","75","","4/22/2004","4.20","10","10",""
"9514","1468","75","","4/22/2004","4.15","20","20",""
"9515","1469","75","","4/22/2004","4.45","20","20",""
"9516","657","75","","4/22/2004","3.60","20","20",""
"9517","1402","75","","4/22/2004","4.80","40","40",""
"9518","1398","75","","4/22/2004","6.30","40","40",""
"9519","1394","75","","4/22/2004","6.30","40","40",""
"9520","1408","75","","4/22/2004","5.30","30","30",""
"9521","1267","75","","4/22/2004","3.80","30","30",""
"9522","1556","75","","4/22/2004","5.60","40","40",""
"9523","1452","75","","4/22/2004","4.60","40","40",""
"9524","1517","75","","4/22/2004","4.40","20","20",""
"9525","1519","75","","4/22/2004","4.85","20","20",""
"9526","1577","75","","4/22/2004","4.10","30","30",""
"9527","1261","75","","4/22/2004","4.30","30","30",""
"9528","1576","75","","4/22/2004","4.60","30","30",""
"9529","1173","75","","4/22/2004","5.35","34","34",""
"9530","1448","75","","4/22/2004","4.30","14","14",""
"9531","1477","75","","4/22/2004","12.00","20","20",""
"9532","1563","75","","4/22/2004","5.20","40","40",""
"9533","1518","75","","4/22/2004","4.70","20","20",""
"9534","1520","75","","4/22/2004","5.15","20","20",""
"9535","1281","75","","4/22/2004","4.30","20","20",""
"9536","1455","75","","4/22/2004","5.00","40","40",""
"9537","1418","75","","4/22/2004","5.40","40","40",""
"9538","1416","75","","4/22/2004","5.10","40","40",""
"9539","1378","75","","4/22/2004","4.50","40","40",""
"9540","1499","75","","4/22/2004","4.70","39","39",""
"9541","1521","75","","4/22/2004","6.20","20","20",""
"9542","1390","75","","4/22/2004","3.70","40","40",""
"9543","864","75","","4/22/2004","4.20","160","160",""
"9544","856","75","","4/22/2004","4.00","60","60",""
"9545","476","75","","4/22/2004","3.00","93","93",""
"9546","456","75","","4/22/2004","3.00","80","80",""
"9547","262","75","","4/22/2004","4.30","120","120",""
"9548","252","75","","4/22/2004","3.70","120","120",""
"9549","209","75","","4/22/2004","3.00","80","80",""
"9550","940","75","","4/22/2004","5.05","140","140",""
"9551","936","75","","4/22/2004","5.05","20","20",""
"9552","936","75","","4/22/2004","5.05","70","70",""
"9553","995","75","","4/22/2004","5.20","59","59",""
"9554","991","75","","4/22/2004","5.45","20","20",""
"9555","514","75","","4/22/2004","3.85","160","160",""
"9556","481","75","","4/22/2004","3.15","40","40",""
"9557","692","75","","4/22/2004","2.80","120","120",""
"9558","991","75","","4/22/2004","5.45","76","76",""
"9559","960","75","","4/22/2004","6.30","50","50",""
"9560","1148","75","","4/22/2004","8.00","80","80",""
"9561","955","75","","4/22/2004","6.80","70","70",""
"9562","959","75","","4/22/2004","7.10","30","30",""
"9563","959","75","","4/22/2004","7.10","90","90",""
"9564","1124","75","","4/22/2004","5.10","20","20",""
"9566","1546","75","","4/22/2004","5.00","40","40",""
"9567","693","75","","4/22/2004","2.95","62","62",""
"9568","384","75","","4/22/2004","1.00","20","20",""
"9569","1110","75","","4/22/2004","1.00","20","20",""
"9570","524","75","","4/22/2004","3.65","10","10",""
"9571","448","75","","4/22/2004","3.20","30","30",""
"9572","478","75","","4/22/2004","3.40","25","25",""
"9573","480","75","","4/22/2004","3.00","40","40",""
"9574","518","75","","4/22/2004","3.50","60","60",""
"9575","694","75","","4/22/2004","2.35","20","20",""
"9576","696","75","","4/22/2004","2.80","55","55",""
"9577","700","75","","4/22/2004","2.80","35","35",""
"9578","709","75","","4/22/2004","3.55","10","10",""
"9579","962","75","","4/22/2004","6.90","49","49",""
"9580","961","75","","4/22/2004","7.70","40","40",""
"9581","907","75","","4/22/2004","4.50","40","40",""
"9582","902","75","","4/22/2004","4.60","40","40",""
"9583","863","75","","4/22/2004","4.50","10","10",""
"9584","838","75","","4/22/2004","4.20","40","40",""
"9585","844","75","","4/22/2004","4.10","10","10",""
"9586","828","75","","4/22/2004","3.45","15","15",""
"9587","447","75","","4/22/2004","3.05","40","40",""
"9588","513","75","","4/22/2004","3.85","65","65",""
"9589","826","75","","4/22/2004","3.60","10","10",""
"9590","29","75","","4/22/2004","2.70","35","35",""
"9591","83","75","","4/22/2004","2.55","21","21",""
"9592","458","75","","4/22/2004","3.15","55","55",""
"9593","454","75","","4/22/2004","2.70","30","30",""
"9594","485","75","","4/22/2004","3.40","20","20",""
"9595","61","75","","4/22/2004","2.10","10","10",""
"9596","74","75","","4/22/2004","2.75","20","20",""
"9597","85","75","","4/22/2004","2.75","40","40",""
"9598","894","75","","4/22/2004","9.10","30","30",""
"9599","30","75","","4/22/2004","3.00","20","20",""
"9600","54","75","","4/22/2004","2.60","20","20",""
"9601","57","75","","4/22/2004","2.05","20","20",""
"9602","80","75","","4/22/2004","2.20","30","30",""
"9603","330","75","","4/22/2004","7.20","10","10",""
"9604","815","75","","4/22/2004","4.10","15","15",""
"9605","538","75","","4/22/2004","3.50","5","5",""
"9606","986","75","","4/22/2004","4.55","20","20",""
"9607","988","75","","4/22/2004","4.70","20","20",""
"9608","987","75","","4/22/2004","4.80","20","20",""
"9609","994","75","","4/22/2004","4.95","30","30",""
"9610","1121","75","","4/22/2004","4.80","20","20",""
"9611","85","75","","4/22/2004","2.75","4","4",""
"9612","1005","75","","4/22/2004","4.80","20","20",""
"9613","928","75","","4/22/2004","4.40","30","30",""
"9614","1302","75","","4/22/2004","8.70","20","20",""
"9615","1176","75","","4/22/2004","4.50","25","25",""
"9616","973","75","","4/22/2004","5.00","14","14",""
"9617","916","75","","4/22/2004","3.90","40","40",""
"9618","1030","75","","4/22/2004","9.90","40","40",""
"9619","837","75","","4/22/2004","4.10","50","50",""
"9620","537","75","","4/22/2004","3.70","20","20",""
"9621","1140","75","","4/22/2004","2.40","20","20",""
"9622","1093","75","","4/22/2004","2.55","25","25",""
"9623","836","75","","4/22/2004","3.80","160","160",""
"9624","1254","75","","4/22/2004","4.10","10","10",""
"9625","1244","75","","4/22/2004","4.50","10","10",""
"9626","1122","75","","4/22/2004","4.15","80","80",""
"9627","936","75","","4/22/2004","5.05","110","110",""
"9628","910","75","","4/22/2004","4.00","160","160",""
"9629","1475","75","","4/22/2004","5.10","20","20",""
"9630","825","75","","4/22/2004","3.80","40","40",""
"9631","910","75","","4/22/2004","4.00","80","80",""
"9632","1098","75","","4/22/2004","5.50","40","40",""
"9633","46","75","","4/22/2004","4.20","10","10",""
"9634","1595","75","","4/22/2004","5.30","35","35",""
"9635","1282","75","","4/22/2004","4.60","20","20",""
"9636","1090","75","","4/22/2004","4.50","30","30",""
"9637","1061","75","","4/22/2004","4.60","5","5",""
"9638","1594","75","","4/22/2004","5.00","90","90",""
"9639","1531","75","","4/22/2004","5.40","30","30",""
"9640","1051","75","","4/22/2004","4.40","20","20",""
"9641","592","75","","4/22/2004","3.30","20","20",""
"9642","606","75","","4/22/2004","3.30","20","20",""
"9643","1438","75","","4/22/2004","6.50","30","30",""
"9644","659","75","","4/22/2004","3.50","20","20",""
"9645","1528","75","","4/22/2004","5.10","20","20",""
"9646","1557","75","","4/22/2004","5.00","10","10",""
"9647","1283","75","","4/22/2004","5.10","10","10",""
"9648","1593","75","","4/22/2004","6.20","25","25",""
"9649","622","75","","4/22/2004","3.40","20","20",""
"9650","639","75","","4/22/2004","5.20","80","80",""
"9651","640","75","","4/22/2004","5.20","80","80",""
"9652","1132","75","","4/22/2004","5.20","76","76",""
"9653","714","75","","4/22/2004","4.00","60","60",""
"9654","362","75","","4/22/2004","8.30","20","20",""
"9655","1401","75","","4/22/2004","8.80","40","40",""
"9656","1178","75","","4/22/2004","5.30","40","40",""
"9657","1003","75","","4/22/2004","5.10","40","40",""
"9658","979","75","","4/22/2004","3.90","40","40",""
"9659","1123","75","","4/22/2004","4.55","40","40",""
"9660","1000","75","","4/22/2004","4.30","80","80",""
"9661","1304","75","","4/22/2004","8.50","40","40",""
"9662","1298","75","","4/22/2004","7.70","80","80",""
"9663","1301","75","","4/22/2004","6.80","60","60",""
"9664","961","75","","4/22/2004","7.70","20","20",""
"9665","351","75","","4/22/2004","4.70","160","160",""
"9666","991","75","","4/22/2004","5.45","74","74",""
"9667","1001","75","","4/22/2004","4.30","40","40",""
"9668","962","76","","4/24/2004","6.90","100","100",""
"9669","575","76","","4/24/2004","4.20","10","10",""
"9670","1175","76","","4/24/2004","6.80","57","57",""
"9671","962","76","","4/24/2004","6.90","45","45",""
"9672","1094","76","","4/24/2004","2.50","80","80",""
"9673","1175","76","","4/24/2004","6.80","20","20",""
"9674","204","76","","4/24/2004","3.30","120","120",""
"9675","476","76","","4/24/2004","3.00","60","60",""
"9676","823","76","","4/24/2004","3.30","40","40",""
"9677","941","76","","4/24/2004","5.05","136","136",""
"9678","704","76","","4/24/2004","2.95","20","20",""
"9679","705","76","","4/24/2004","3.20","20","20",""
"9680","820","76","","4/24/2004","3.90","143","143",""
"9681","847","76","","4/24/2004","4.50","20","20",""
"9682","853","76","","4/24/2004","4.20","20","20",""
"9683","1248","76","","4/24/2004","4.50","20","20",""
"9684","911","76","","4/24/2004","4.25","115","115",""
"9685","456","76","","4/24/2004","3.00","10","10",""
"9686","781","76","","4/24/2004","5.60","50","50",""
"9687","927","76","","4/24/2004","4.15","137","137",""
"9688","238","76","","4/24/2004","4.00","20","20",""
"9689","250","76","","4/24/2004","2.95","20","20",""
"9690","278","76","","4/24/2004","3.90","20","20",""
"9691","1223","76","","4/24/2004","0.50","12","12",""
"9692","1224","76","","4/24/2004","0.43","12","12",""
"9693","1368","76","","4/24/2004","0.50","12","12",""
"9694","1396","76","","4/24/2004","7.70","40","40",""
"9695","583","76","","4/24/2004","0.45","12","12",""
"9696","738","76","","4/24/2004","4.00","50","50",""
"9697","816","76","","4/24/2004","4.35","20","20",""
"9698","908","76","","4/24/2004","4.75","40","40",""
"9699","1170","76","","4/24/2004","4.90","20","20",""
"9700","222","76","","4/24/2004","3.60","20","20",""
"9701","1150","76","","4/24/2004","4.35","35","35",""
"9702","1040","76","","4/24/2004","4.75","25","25",""
"9703","906","76","","4/24/2004","4.75","20","20",""
"9704","1253","76","","4/24/2004","4.85","10","10",""
"9705","1255","76","","4/24/2004","4.85","10","10",""
"9706","971","76","","4/24/2004","5.30","10","10",""
"9707","1159","76","","4/24/2004","5.80","20","20",""
"9708","201","76","","4/24/2004","3.00","120","120",""
"9709","969","76","","4/24/2004","5.40","25","25",""
"9710","971","76","","4/24/2004","5.30","40","40",""
"9711","1213","76","","4/24/2004","5.80","10","10",""
"9712","1214","76","","4/24/2004","5.20","10","10",""
"9713","1215","76","","4/24/2004","5.50","10","10",""
"9714","1526","76","","4/24/2004","0.65","30","30",""
"9715","995","76","","4/24/2004","5.20","11","11",""
"9716","1001","76","","4/24/2004","4.30","120","120",""
"9717","1002","76","","4/24/2004","4.80","10","10",""
"9718","885","76","","4/24/2004","0.55","12","12",""
"9719","1369","76","","4/24/2004","0.55","12","12",""
"9720","1147","76","","4/24/2004","7.30","40","40",""
"9721","966","76","","4/24/2004","11.30","20","20",""
"9722","1443","76","","4/24/2004","3.90","20","20",""
"9723","225","76","","4/24/2004","3.60","20","20",""
"9724","231","76","","4/24/2004","3.70","20","20",""
"9725","264","76","","4/24/2004","4.20","20","20",""
"9726","275","76","","4/24/2004","4.10","20","20",""
"9727","1542","76","","4/24/2004","3.50","20","20",""
"9728","954","76","","4/24/2004","5.90","20","20",""
"9729","1035","76","","4/24/2004","3.40","20","20",""
"9730","490","76","","4/24/2004","3.30","20","20",""
"9731","494","76","","4/24/2004","3.60","20","20",""
"9732","1537","76","","4/24/2004","4.40","20","20",""
"9733","1539","76","","4/24/2004","4.10","20","20",""
"9734","857","76","","4/24/2004","4.00","10","10",""
"9735","1476","76","","4/24/2004","5.50","40","40",""
"9736","1216","76","","4/24/2004","4.20","40","40",""
"9737","1071","76","","4/24/2004","6.40","40","40",""
"9738","350","76","","4/24/2004","3.50","45","45",""
"9739","352","76","","4/24/2004","5.10","30","30",""
"9740","356","76","","4/24/2004","3.90","16","16",""
"9741","1403","76","","4/24/2004","5.10","40","40",""
"9742","434","76","","4/24/2004","3.10","45","45",""
"9743","1070","76","","4/24/2004","5.80","40","40",""
"9744","655","76","","4/24/2004","4.70","20","20",""
"9745","782","76","","4/24/2004","6.10","10","10",""
"9746","1259","76","","4/24/2004","3.60","40","40",""
"9747","439","76","","4/24/2004","4.00","120","120",""
"9748","1266","76","","4/24/2004","3.50","30","30",""
"9749","683","76","","4/24/2004","3.30","20","20",""
"9750","684","76","","4/24/2004","3.70","15","15",""
"9751","687","76","","4/24/2004","3.70","75","75",""
"9752","1397","76","","4/24/2004","8.80","40","40",""
"9753","302","76","","4/24/2004","4.20","65","65",""
"9754","1273","76","","4/24/2004","4.60","5","5",""
"9755","1082","76","","4/24/2004","4.10","25","25",""
"9756","303","76","","4/24/2004","4.50","20","20",""
"9757","315","76","","4/24/2004","3.00","24","24",""
"9758","317","76","","4/24/2004","3.35","20","20",""
"9759","1434","76","","4/24/2004","5.70","40","40",""
"9760","1478","76","","4/24/2004","13.00","40","40",""
"9761","442","76","","4/24/2004","4.50","10","10",""
"9762","444","76","","4/24/2004","5.00","10","10",""
"9763","1395","76","","4/24/2004","6.80","40","40",""
"9764","653","76","","4/24/2004","3.10","35","35",""
"9765","758","76","","4/24/2004","2.55","45","45",""
"9766","1599","76","","4/24/2004","3.10","40","40",""
"9767","1600","76","","4/24/2004","3.30","40","40",""
"9768","191","76","","4/24/2004","4.65","30","30",""
"9769","1077","76","","4/24/2004","4.80","49","49",""
"9770","1158","76","","4/24/2004","4.35","10","10",""
"9771","641","76","","4/24/2004","4.80","40","40",""
"9772","1081","76","","4/24/2004","5.00","40","40",""
"9773","810","76","","4/24/2004","5.30","45","45",""
"9774","1084","76","","4/24/2004","4.95","15","15",""
"9775","1085","76","","4/24/2004","5.80","15","15",""
"9776","886","76","","4/24/2004","2.70","10","10",""
"9777","1048","76","","4/24/2004","5.05","20","20",""
"9778","1100","76","","4/24/2004","5.50","80","80",""
"9779","574","76","","4/24/2004","3.80","40","40",""
"9780","576","76","","4/24/2004","4.10","19","19",""
"9781","582","76","","4/24/2004","4.50","15","15",""
"9782","1045","76","","4/24/2004","4.75","28","28",""
"9783","1047","76","","4/24/2004","4.75","40","40",""
"9784","715","76","","4/24/2004","3.90","10","10",""
"9785","1075","76","","4/24/2004","4.50","40","40",""
"9786","720","76","","4/24/2004","3.50","20","20",""
"9787","726","76","","4/24/2004","5.30","40","40",""
"9788","741","76","","4/24/2004","3.80","55","55",""
"9789","818","76","","4/24/2004","5.20","40","40",""
"9790","1578","76","","4/24/2004","5.50","40","40",""
"9791","1157","76","","4/24/2004","4.80","20","20",""
"9792","1059","76","","4/24/2004","4.60","15","15",""
"9793","1099","76","","4/24/2004","5.80","30","30",""
"9794","1104","76","","4/24/2004","6.20","25","25",""
"9795","1587","76","","4/24/2004","7.00","20","20",""
"9796","1579","76","","4/24/2004","5.90","20","20",""
"9797","103","76","","4/24/2004","0.63","4","4",""
"9798","113","76","","4/24/2004","0.65","5","5",""
"9799","331","76","","4/24/2004","0.65","5","5",""
"9800","484","76","","4/24/2004","3.40","20","20",""
"9801","499","76","","4/24/2004","3.60","20","20",""
"9802","1550","76","","4/24/2004","4.10","3","3",""
"9803","506","76","","4/24/2004","3.30","20","20",""
"9804","762","76","","4/24/2004","0.68","5","5",""
"9805","772","76","","4/24/2004","0.93","7","7",""
"9806","814","76","","4/24/2004","4.35","40","40",""
"9807","891","76","","4/24/2004","0.93","3","3",""
"9808","893","76","","4/24/2004","0.76","5","5",""
"9809","1484","76","","4/24/2004","8.70","60","60",""
"9810","1357","76","","4/24/2004","5.80","20","20",""
"9811","1153","76","","4/24/2004","4.40","10","10",""
"9812","914","76","","4/24/2004","3.65","30","30",""
"9813","1175","76","","4/24/2004","6.80","88","88",""
"9814","1300","76","","4/24/2004","7.10","20","20",""
"9815","1301","76","","4/24/2004","6.80","20","20",""
"9816","215","76","","4/24/2004","3.30","120","120",""
"9817","1175","76","","4/24/2004","6.80","55","55",""
"9818","954","76","","4/24/2004","5.90","100","100",""
"9819","1130","76","","4/24/2004","5.20","34","34",""
"9820","357","76","","4/24/2004","3.70","10","10",""
"9821","1333","76","","4/24/2004","4.80","60","60",""
"9822","637","76","","4/24/2004","4.20","45","45",""
"9823","1102","76","","4/24/2004","5.65","40","40",""
"9824","1045","76","","4/24/2004","4.75","10","10",""
"9825","1047","76","","4/24/2004","4.75","10","10",""
"9826","1172","76","","4/24/2004","5.20","40","40",""
"9827","593","76","","4/24/2004","4.25","20","20",""
"9828","192","76","","4/24/2004","5.40","25","25",""
"10580","69","","4","6/5/2004","0.44","","","1"
"10582","646","","4","6/5/2004","0.80","","","1"
"10583","1444","","4","6/5/2004","0.30","","","43"
"10588","1499","79","","6/20/2004","4.70","25","25",""
"10589","1503","79","","6/20/2004","5.30","10","10",""
"10590","1485","79","","6/20/2004","4.20","20","20",""
"10591","1501","79","","6/20/2004","4.75","10","10",""
"10592","693","79","","6/20/2004","2.95","35","35",""
"10593","1389","79","","6/20/2004","3.50","20","20",""
"10594","1413","79","","6/20/2004","8.00","15","15",""
"10595","1419","79","","6/20/2004","4.40","12","12",""
"10596","654","79","","6/20/2004","4.30","15","15",""
"10597","1391","79","","6/20/2004","3.70","10","10",""
"10598","1403","79","","6/20/2004","5.10","30","30",""
"10599","1523","79","","6/20/2004","4.00","14","14",""
"10600","1268","79","","6/20/2004","3.90","25","25",""
"10601","1457","79","","6/20/2004","5.00","15","15",""
"10602","436","79","","6/20/2004","3.60","16","16",""
"10603","462","79","","6/20/2004","2.90","25","25",""
"10604","1060","79","","6/20/2004","4.30","15","15",""
"10605","350","79","","6/20/2004","3.50","30","30",""
"10606","477","79","","6/20/2004","3.15","30","30",""
"10607","549","79","","6/20/2004","3.05","35","35",""
"10608","559","79","","6/20/2004","2.70","40","40",""
"10609","452","79","","6/20/2004","2.55","12","12",""
"10610","620","79","","6/20/2004","3.05","40","40",""
"10611","200","79","","6/20/2004","2.85","30","30",""
"10612","1396","79","","6/20/2004","7.70","15","15",""
"10613","1046","79","","6/20/2004","5.05","20","20",""
"10614","1458","79","","6/20/2004","5.30","15","15",""
"10615","1404","79","","6/20/2004","5.40","20","20",""
"10616","1269","79","","6/20/2004","4.20","25","25",""
"10617","215","79","","6/20/2004","3.30","30","30",""
"10618","1267","79","","6/20/2004","3.80","45","45",""
"10619","201","79","","6/20/2004","3.00","30","30",""
"10620","1475","79","","6/20/2004","5.10","15","15",""
"10621","1407","79","","6/20/2004","5.00","20","20",""
"10622","1450","79","","6/20/2004","5.00","15","15",""
"10623","1405","79","","6/20/2004","5.70","30","30",""
"10624","839","79","","6/20/2004","4.10","20","20",""
"10625","1276","79","","6/20/2004","4.50","20","20",""
"10626","826","79","","6/20/2004","3.60","20","20",""
"10627","915","79","","6/20/2004","3.90","15","15",""
"10628","957","79","","6/20/2004","7.00","20","20",""
"10629","1533","79","","6/20/2004","2.00","15","15",""
"10630","90","79","","6/20/2004","2.15","20","20",""
"10631","40","79","","6/20/2004","2.20","10","10",""
"10632","1612","79","","6/20/2004","2.80","20","20",""
"10633","1674","79","","6/20/2004","3.00","15","15",""
"10634","1673","79","","6/20/2004","2.60","15","15",""
"10635","5","79","","6/20/2004","3.30","15","15",""
"10636","1745","79","","6/20/2004","3.60","15","15",""
"10637","1746","79","","6/20/2004","3.90","35","35",""
"10638","1713","79","","6/20/2004","3.75","20","20",""
"10639","19","79","","6/20/2004","2.75","20","20",""
